id,data,tweet,user,classificação
1453888486323466242,2021-10-29 00:56:41+00:00,tudo que o Eduardo comenta no #MasterChefBrasil parece um trecho de narrativa fantástica kkkkk,jesuiscristina,
1453881213954019332,2021-10-29 00:27:47+00:00,"Eu comecei odiando o Eduardo, hj eu torço por ele #masterchefbrasil",cadrix5,Positivo
1453613776352301056,2021-10-28 06:45:05+00:00,gente e horrível raquel sair pra um cara q fez a comida sem sal???? oi #masterchefbrasil,failbizzle,Negativo
1453567071606935553,2021-10-28 03:39:30+00:00,"Queria que a Raquel tivesse ficado nesse episódio, acho que ela não merecia sair agora
#masterchefbrasil #MasterChefBR",sthrdoro,Negativo
1453560544078831619,2021-10-28 03:13:34+00:00,"Mera semelhança é apenas coincidência!!
@masterchefbr @isabellascherer #masterchefbrasil #masterchef2021 https://t.co/DbHleIZC3l",edilsonec,
1453511631233765381,2021-10-27 23:59:12+00:00,"Eu vendo a galera perguntar para a Alexa o que harmonizaria com cada chá no #Masterchefbrasil, fui perguntar para a minha Alexa e ela respondeu: não sei nada sobre isso. 
Nem eu, Alexa, nem eu.",asereiana,Neutro
1453503161940037635,2021-10-27 23:25:33+00:00,"eu não acredito que a Raquel saiu, eu me nego a acreditar nisso
#masterchefbrasil",da_mesopotamia,Negativo
1453501359517483010,2021-10-27 23:18:23+00:00,#masterchefbrasil ninguém aguenta mais o Heitor e o Luís ! Socorrooooooo,kaka_duarte,Negativo
1453480420046213127,2021-10-27 21:55:11+00:00,Fiz um brigadeiro tão gostoso 😋 #masterchefbrasil #soupracasar,MariliaNilce,Positivo
1453422664857620483,2021-10-27 18:05:41+00:00,"Mamãe Raquel saiu com o melhor histórico entre todos, que injusto affffff a maior da edição no quesito entrega e melhor desempenho.
#MasterChefBR #masterchefbrasil https://t.co/qaBjbNX05B",THE_ALCIVAN,Negativo
1453422069383942152,2021-10-27 18:03:19+00:00,"gente? 
#MasterChefBR #masterchefbrasil https://t.co/7NL496lUB8",hmantheyy,
1453367914418089988,2021-10-27 14:28:07+00:00,"E teve a prova de harmonização de chá no Masterchef e tanto diferente mas sensacional!!! 

#Masterchef #comidadecena #produtorgastronomico #gastronomia #masterchefbrasil #band #job #amorpelacozinha https://t.co/Tk2wzUqxBz",LeGodoy,Positivo
1453366969667919872,2021-10-27 14:24:22+00:00,Hey @masterchefbr a @anapaulapadrao tá diferente... kkkkkkkkkkk #MasterChefBR #MasterChef #masterchefbrasil https://t.co/7zN5SM9dkF,guigok,
1453344517176893442,2021-10-27 12:55:09+00:00,Ronnie Von foi de longe a melhor participação dessa temporada do #masterchefbrasil O cara tem um carisma enorme! Avaliou melhor que muito jurado…,hiagomachado,Positivo
1453213890284855296,2021-10-27 04:16:05+00:00,"Quem você quer que ganhe o fazendeiro???
#RoçaAFazenda #TheVoiceBrasil #masterchefbrasil #FicaRico Solange erasmo Sthe
@mcgui_oficial @GuilhermeMuri14 @TatiQBOficial",MaiconTeylor5,
1453208667101278211,2021-10-27 03:55:20+00:00,Puts! Jurava que a Raquel estaria entre as finalistas do @masterchefbr #masterchefbrasil,marcelodasois,Negativo
1453207788855959559,2021-10-27 03:51:50+00:00,O Ronnie Von e a Fafá de Belém foram os melhores convidados não profissionais que já pisaram no Masterchef. Sabem muito de gastronomia e são reais fãs do programa #masterchefbrasil,jdminuzzi,Positivo
1453207720778141696,2021-10-27 03:51:34+00:00,eu definitivamente sou mto a cadelinha da @daphsonn1 #masterchefbrasil https://t.co/SQ3ScgLiG9,LaisDelCastillo,
1453207073911713792,2021-10-27 03:49:00+00:00,"Cupom de desconto RIACHUELO:
*Pode utilizar em todas as suas compras.

RCHLO589945
#masterchefbrasil",AloBr10,
1453206940482482182,2021-10-27 03:48:28+00:00,"Queria que a Ana saísse? Sim! Mas a Raquel foi uma boa tb 😁
#masterchefbrasil",marisync18,Positivo
1453206675947675653,2021-10-27 03:47:25+00:00,"Odeio o Sérgio
Sérgio Saiu
Odeio o Luis
#masterchefbrasil",jdminuzzi,Negativo
1453205432986710024,2021-10-27 03:42:29+00:00,"acho que esse é o primeiro #masterchefbrasil que eu tô na torcida pra todo mundo, mas ainda assim devo ter uns três preferidos",chriscanti,Positivo
1453205430784696326,2021-10-27 03:42:28+00:00,Acho que o #masterchefbrasil deveria ser pontos corridos. Não é porque a pessoa foi mal em um dia que ela merece sair,Thathynhaa,Neutro
1453205350669295617,2021-10-27 03:42:09+00:00,Saiu a querida Dot. Oops! Raquel! @masterchefbr #masterchefbrasil #raquel #eliminada https://t.co/F3vzcEGcBZ,LucasGiulliano,
1453205326862372866,2021-10-27 03:42:03+00:00,Raquel saiu 😭 quem vai cuidar da minha Daphne? #masterchefbrasil,br4sileirin,Negativo
1453205270260293638,2021-10-27 03:41:50+00:00,Não merecia sair hoje. Boa sorte na vida! #masterchefbrasil,rockdeviline,Negativo
1453204931754799104,2021-10-27 03:40:29+00:00,"Ai, podia ter salvo as duas 😭😭😭😭
#masterchefbrasil",SantosKalberty,
1453204839463325696,2021-10-27 03:40:07+00:00,Depois de semana de glória vem a derrota no #masterchefbrasil e seguimos assim,NoogueiraJunior,
1453204730163965956,2021-10-27 03:39:41+00:00,"Chorei com Raquel indo embora, coitada da daphne #masterchefbrasil",Marcusv_asc,Negativo
1453204571166289928,2021-10-27 03:39:03+00:00,"Ok, viciei no #masterchefbrasil 😅",RodolfoPostell1,Positivo
1453204341318463491,2021-10-27 03:38:08+00:00,triste pela Raquel ter saído #masterchefbrasil,feIipexz,Negativo
1453202459913080833,2021-10-27 03:30:40+00:00,Fica Ana Paulaaaa #masterchefbrasil,icaro_16,Positivo
1453201760294682626,2021-10-27 03:27:53+00:00,Acho q a Ana vai sair dessa vez pqp #Masterchefbrasil,larischeibler,Negativo
1453200690361389061,2021-10-27 03:23:38+00:00,"To completamente apaixonada oela Helena Rizzo.

Ela é fofa DEMAIS 😍😍😍

#MasterChefBrasil #masterchef2021",agorafudeukah,Positivo
1453198275624964101,2021-10-27 03:14:02+00:00,"#masterchef2021  inventou um tal de SHAKSHUKA , como esse prato desde a infância e lá em casa, com minha família italiana era simplesmente Uova al pomodoro: la ricetta del secondo piatto facile e veloce da preparare
#masterchefbrasil",JosGuidaNeto1,Neutro
1453191404864344070,2021-10-27 02:46:44+00:00,#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand quem inventou o tal de ovo mollet empanado: https://t.co/kSLHzl3hkd,lopessmaily,
1453188114734800899,2021-10-27 02:33:40+00:00,#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand resumo da prova do ovo 😂😂😂: https://t.co/iErdNymkzh,lopessmaily,
1453187086681522178,2021-10-27 02:29:35+00:00,"#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand a beterraba com chá da kelyn, ganhando a prova de harmonização 😂😂😂: https://t.co/TdKcegGnW9",lopessmaily,
1453183437205118980,2021-10-27 02:15:04+00:00,"#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand o pessoal que foi pro mezanino, vendo a prova do ovo 😂😂😂: https://t.co/VvAoIhvQAY",lopessmaily,
1453182818511634435,2021-10-27 02:12:37+00:00,#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand o prato do Heitor sendo preparado 😂😂😂: https://t.co/n2roDie5U5,lopessmaily,
1453179666903322628,2021-10-27 02:00:06+00:00,#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand Eduardo: “só falta cortar o saco”; “cortei demais o saco” 😂😂😂 https://t.co/lWNLyjrbGp,lopessmaily,
1453179415215722498,2021-10-27 01:59:06+00:00,#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand a Izabella chegando pra gravação do programa de hj 😂😂😂: https://t.co/8qMZW8LRKN,lopessmaily,
1453178897319792646,2021-10-27 01:57:02+00:00,#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand resumo dos duelos de harmonização de pratos com chá 😂😂😂: https://t.co/w5Ogu9BEGW,lopessmaily,
1453174488405889030,2021-10-27 01:39:31+00:00,#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand prova de harmonização de pratos com chá?! O único chá que eu conheço…😂😂😂 https://t.co/TPqBb3yFUf,lopessmaily,
1453173249618194433,2021-10-27 01:34:36+00:00,COMEÇOU #masterchefbrasil https://t.co/AfTqqAKURm,dudaaffl,Neutro
1453035036371038215,2021-10-26 16:25:23+00:00,Qual termo só cozinheiro entende? #chef #gastronomia #topchefbrasil #masterchef #masterchefbrasil https://t.co/NmN1HKpVw2,eumanubressani,
1453033887655993359,2021-10-26 16:20:49+00:00,"Hoje tem #MasterchefBrasil
Estou na torcida pra Daphne!",ZAC_SNOWBROS,Positivo
1451769968870273025,2021-10-23 04:38:27+00:00,Ahhhh fiquei triste com a saída do Márcio! Apesar de gostar mt da Daphne…. Ele saiu de maneira mt bonita #MasterChefBrasil,buslvv,Negativo
1451343129341222916,2021-10-22 00:22:21+00:00,"Como preparar uma moquequa de zoiudo em 30 segundos!! 😋
#masterchef #masterchefbrasil #moquequadeovo #coisaboa #ifood em Salvador, Bahia, Brazil https://t.co/OmUbVk79cW",TCropalato,
1451013276666634241,2021-10-21 02:31:38+00:00,"vendo agora o episódio da repescagem do @masterchefbr e olhaan, @MChefVitorB eterno all star 🌟 do #masterchefbrasil",marinhocneto,
1451008910995898371,2021-10-21 02:14:17+00:00,Parabéns diferenciada @isabellascherer #masterchefbrasil,almazgrazi,
1451005983875010565,2021-10-21 02:02:39+00:00,"Assistindo #masterchefbrasil atrasado mas vim aqui só pra dizer que esse Luiz tem nem vergonha de falar que merito dele essa torta, o mezanino que fez pra ele 🤣",santosteh_,Negativo
1451005496912224259,2021-10-21 02:00:43+00:00,Que emoção ver a Helena emocionada com o prato da Isa sério se eu fosse ela estaria aos prantos depois dessa prova #masterchefbrasil,SalomaPilva,Positivo
1450998772478136326,2021-10-21 01:34:00+00:00,"Eu gostava muito do Márcio.
Pena ele ter saído do #MasterchefBR ontem.
Talvez fosse a hora da Daphne ter saído... ela parece ter perdido o tesão no programa.
#masterchefbrasil",fla_tvblogando,Negativo
1450998429644099586,2021-10-21 01:32:38+00:00,Fafa de Belém no #masterchefbrasil e eu só penso em “me passa o contato desse seu dermatologista querida” arrasouuuu,jullliiiaragoni,Positivo
1450858577342697473,2021-10-20 16:16:55+00:00,"A cara do Luiz nem treme quando mentiu dizendo q o mezanino só ajudou por amizade... Me poupe, cara.
#masterchefbrasil 
#MasterChefBR",Cintiamgl,Negativo
1450817415332384771,2021-10-20 13:33:21+00:00,Depois dessa sobremesa não vai ter jeito. Follow na isabella terá que rolar. #Masterchefbrasil,FgolsMr,
1450766781384118276,2021-10-20 10:12:09+00:00,O Márcio saiu do #masterchefbrasil,dudaaffl,Neutro
1450763987730280449,2021-10-20 10:01:03+00:00,Márcio é eliminado do #masterchefbrasil após sobremesa 'fora da realidade' https://t.co/ua7EEFNZWd,_gizasphinx_,
1450676143997194243,2021-10-20 04:11:59+00:00,"Helena Rizzo, sempre que pode encaixa o Raul Seixas nas falas dela, ícones . . . 😌😌😌
#MasterChef #masterchef2021 #masterchefbrasil #band #HelenaRizzo #RaulSeixas https://t.co/DF9vWyBq2O",GerhardBerg2,
1450674404363485196,2021-10-20 04:05:04+00:00,"Já cansei da Daphne toda hora na eliminação e não tiram ela, só falam que foi por um triz e que vai dar mais uma chance. Hoje ela quase não entregou a prova e ainda ficou #masterchefbrasil",mylifeluanjo,Negativo
1450673366667563014,2021-10-20 04:00:57+00:00,"Fiquei triste que o Marcio saiu, gostava dele #masterchefbrasil",mylifeluanjo,Negativo
1450673365870600193,2021-10-20 04:00:57+00:00,"Não entendi uma coisa no #masterchefbrasil hoje:
O Márcio usar chocolate e é eliminado por isso.
O insuportável do Luiz usa chocolate (e ajuda do mezanino) e fica?",mimimiuniverse,Negativo
1450672340807954437,2021-10-20 03:56:52+00:00,"Nada a ver a eliminação do Marcio no @masterchefbr hoje. Daphne, além de tudo, foi desrespeitosa com a prova. Preferências esquisitas desse povo hein.
#masterchefbrasil #MasterChef",HeloisaKasmarek,Negativo
1450672214756499457,2021-10-20 03:56:22+00:00,Daphne fez caldo de sobremesa e tiraram o Márcio? oque foi isso? Ah semanas que eles estão passando o pano #tafeio  #masterchefbrasil,0nedih,Negativo
1450669177325375489,2021-10-20 03:44:18+00:00,Colocaram tanto olho gordo em Daphne que ela tá numa maré de azar terrível #masterchefbrasil,larillu,Negativo
1450669087269474308,2021-10-20 03:43:57+00:00,Eu acho que esse cast do #MasterchefBrasil é o melhor desde a segunda temporada,frosadn,Positivo
1450668625736634369,2021-10-20 03:42:07+00:00,Acho q o editor é apaixonado na @ana_bettinelli só pode kkkkkkk a bixa aparece mais q todo mundo nos comentários lá kk #masterchefbrasil,Bel__K1,
1450668506517852160,2021-10-20 03:41:38+00:00,"Não gostei do Márcio saindo, é isso.
#masterchefbrasil",rshadowss_,Negativo
1450668301999353857,2021-10-20 03:40:49+00:00,"Risotto de mexilhão, com caldo de porco e camarões selados na manteiga.

Tudo para assistir o #masterchefbrasil https://t.co/CivPBOHMqh https://t.co/OoYtpqqMu2",mateuzcarneiro,Neutro
1450663063259164675,2021-10-20 03:20:00+00:00,A final é Daphne X Eduardo. Vazou essa foto da final sem eles no mezanino #MasterChefBR #Masterchef #masterchefbrasil #MasterChefNaBand https://t.co/tZfRZxKVtd,euumatheus1,
1450661862148825089,2021-10-20 03:15:14+00:00,MANIFESTANDO MUITO MEU DEUS #MasterChefBrasil,hawkeene,
1450661421960859648,2021-10-20 03:13:29+00:00,#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand a Fafa de Belém experimentando o tal de bolo saint honore 😂😂😂: https://t.co/P0hONS0Clq,lopessmaily,
1450657794584154114,2021-10-20 02:59:04+00:00,#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand agora o merchandising no programa foi longe demais! Jacquin e Helena fazendo propaganda de Duna!😂😂😂 https://t.co/9fAQiDexT4,lopessmaily,
1450655368166707204,2021-10-20 02:49:26+00:00,#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand a Fafa de Belém chegando pra comer o tal de bolo saint honore https://t.co/8wKi3M9RJt,lopessmaily,
1450654812933181442,2021-10-20 02:47:13+00:00,"A daphime faz uns pratos muito bonitos tô ansiosa pra ver oq ela vai fzr hj 

#MasterChefBR #MasterChef #masterchefbrasil #masterchef2021",Larissa64714160,Positivo
1450653888432988169,2021-10-20 02:43:33+00:00,Que prova fodástica essa de eliminação! #masterchefbrasil #MasterChefBR,thepowerguido01,Positivo
1450651098541395970,2021-10-20 02:32:28+00:00,#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand a Joelma vendo que o sorvete de tacacá da Isabella deu certo 😂😂😂: https://t.co/QHG4xJhYO2,lopessmaily,
1450648016659046404,2021-10-20 02:20:13+00:00,Tem alguns pratos que nem conhecia #masterchefbrasil,Andr75282510,Neutro
1450647833032503302,2021-10-20 02:19:29+00:00,"#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand o prato da daphne, ouvindo dos jurados que tá seco 😵😵😵: https://t.co/IIulOiQ9Br",lopessmaily,
1450645458028830720,2021-10-20 02:10:03+00:00,"Buchada sem o bucho, aí assassinam meu nordeste #MasterChef #MasterChefBR #masterchefbrasil",renancoimbra,Negativo
1450644654685409284,2021-10-20 02:06:52+00:00,#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand a Joelma vendo que o sorvete de tacacá da Isabella deu certo 😂😂😂: https://t.co/QHG4xJhYO2,Simone97512627,Positivo
1450643730181107715,2021-10-20 02:03:11+00:00,#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand a Joelma reagindo ao tal de tacacá doce 😂😂😂: https://t.co/7GuipfWlQc,lopessmaily,
1450643282858594309,2021-10-20 02:01:24+00:00,O fato do Sérgio não estar no programa da deixa tudo mais leve... #masterchefbrasil #MasterChefNaBand #MasterChefBR,thepowerguido01,Positivo
1450642378344308739,2021-10-20 01:57:49+00:00,"#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand a Izabela disse que sabia fazer tacacá, mas depois pediu  dica pra fazer a goma e ainda se assustou com a goma?! 🧐🧐🧐 https://t.co/x0qYwvTzyt",lopessmaily,
1450641037588934656,2021-10-20 01:52:29+00:00,#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand participante: “qual a carne que vai no empadão goiano?”😵😵😵: https://t.co/PAHE4Lp6ld,lopessmaily,Negativo
1450639699849191427,2021-10-20 01:47:10+00:00,#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand a Izabela atrapalhando os lances do Luiz no leilão 😂😂😂: https://t.co/KFfX0bgpzQ,lopessmaily,
1450637368214630404,2021-10-20 01:37:54+00:00,#MasterChef #masterchefbr #masterchefbrasil #MasterChefNaBand os clones chegando no masterchef 😂😂😂: https://t.co/9tKXJmn4Ci,lopessmaily,
1450606479564840962,2021-10-19 23:35:10+00:00,#masterchefbrasil daqui a pocooooo 😎😎😎😎🤘,korzus,Positivo
1450586305247596548,2021-10-19 22:15:00+00:00,"Hoje, 19, é dia de Masterchef na tela da RBA TV/Band. O programa desta terça está imperdível. Tem tacacá, tucupi e Fafá de Belém para aquecer as provas pela disputa de uma vaga no top 10 da 8ª temporada do talent show.
Toda terça-feira, às 22h30, na RBA TV!  
#masterchefbrasil https://t.co/Q47XicZCQi",RBATVBelem,
1450586052939427843,2021-10-19 22:14:00+00:00,"Hoje, 19, é dia de Masterchef na tela da RBA TV/Band. O programa desta terça está imperdível. Tem tacacá, tucupi e Fafá de Belém para aquecer as provas pela disputa de uma vaga no top 10 da 8ª temporada do talent show.
Toda terça-feira, às 22h30, na RBA TV!  
#masterchefbrasil https://t.co/CGqJ4fzyGK",rclubepara,
1450454184273137665,2021-10-19 13:30:00+00:00,"Terça-feira é dia de Masterchef na tela da RBA TV/Band.  Hoje, 19, tem tacacá, tucupi e Fafá de Belém para aquecer as provas pela disputa de uma vaga no top 10 da 8ª temporada do talent show.
O MasterChef Brasil vai ao ar toda terça-feira, às 22h30, na RBA TV!  #masterchefbrasil https://t.co/5TGyoG0OMy",RBATVBelem,
1449194334495117312,2021-10-16 02:03:48+00:00,"Sei que realmente ngm liga, mas fui olhar as redes do Sérgio, depois da chuva de comentários racistas que ele recebeu, ele desativou as redes, real n tô legal com isso #MasterChefBR #masterchefbrasil #MasterChef",koorikethy,Negativo
1449184697347608576,2021-10-16 01:25:31+00:00,"Agradeço a quem torceu pelas minhas habilidades culinárias, eu consegui fazer temaki
#masterchefbrasil https://t.co/2hrGtG54v6",_LaureanoRafa,Positivo
1449177907532898304,2021-10-16 00:58:32+00:00,"Oh glória, Sérgio saiu e não tem mais repescagem 🙌🏼 #masterchefbrasil",maria28isabella,Positivo
1449177370443894786,2021-10-16 00:56:24+00:00,"Gente o Heitor ganhou a provaaa.  Vou chorar, sério! ❤❤❤
#MasterChef @heitorcardos0 
#masterchefbrasil",natalialopess,Positivo
1449063132131954694,2021-10-15 17:22:27+00:00,"🦄✨ 𝗟𝗜𝗩𝗘 𝗢𝗡🔞🌈

https://t.co/rqOZ7S7shO

Maratona MasterChef 🍜👨‍🍳🥧 &amp; Sorteio🎟️
.
.
#streamebr #twitchbr #twitchstream #mikallus #closedcaptions #StreamHolics #gaymer #gamer #LGBTQ #DeadbyDaylight #dbd #Destiny2 #MMORPG #sextou #Friday #MasterChefBR #masterchefbrasil",mik4llus,
1448422558144073732,2021-10-13 22:57:02+00:00,José Sergio é eliminado do MasterChef Brasil e comenta rejeição do público - #Band #Eliminação #JoséSergio #MasterChefBr #MasterChefBrasil - https://t.co/4AxuvynzAg,areavip,
1448369089928470529,2021-10-13 19:24:35+00:00,A alegria da pessoa que não conseguiu ver masterchef ontem e descobriu que o Sérgio saiu! #masterchefbrasil,gellergab,Positivo
1448356607075786754,2021-10-13 18:34:58+00:00,Minha torcida é do Edu e pronto acabou kk #masterchefbrasil,Dias15Joana,Positivo
1448351584006590477,2021-10-13 18:15:01+00:00,até que enfim tiraram a dinamica de salvar alguém #masterchefbrasil,leomonadas,Positivo
1448349325608763396,2021-10-13 18:06:02+00:00,Não gosto nada da Helena e do Sérgio :/ #masterchefbrasil #MasterChefBR,HoriannaSofia,Negativo
1448345025088270339,2021-10-13 17:48:57+00:00,"A minha final do #masterchefbrasil seria.....
#MasterchefBR https://t.co/R77bvXsf1b",SemiForever,Neutro
1448298950964961293,2021-10-13 14:45:52+00:00,"hoje coloco em dia #Stargirl, #ONLYMUDERSINTHEBUILDING, #FBICBS e #masterchefbrasil 

preciso colocar tudo em dia pq essa semana tem a nova temporada de #YouNetflix 

obs: seu eu nao conseguir ignora esse tweet kkkkkkk",AmAnDaPaReCiDaA,Positivo
1448295638379253762,2021-10-13 14:32:42+00:00,nossa aleluia o Sérgio saiu #masterchefbrasil,roooosas,Positivo
1448293508687831042,2021-10-13 14:24:15+00:00,"nada a ver Vitão no Master chef, fala sério, saí daí kkkkkkk #masterchefbrasil",sara_oliveirx,Negativo
1448162826451922944,2021-10-13 05:44:58+00:00,"Até que enfim o Sergio saiu 🤗
E o melhor não tem mais repescagem!

#masterchefbrasil https://t.co/CszWx5bwXj",RobsonDeodato2,Positivo
